feature,importance
out__is_intro__q75,0.0
out__is_outro__min,0.0
out__is_outro__median,0.0
out__is_outro__q25,0.0
out__is_outro__q75,0.0
out__visual_momentum__min,0.0
out__object_count__min,0.0
out__unique_classes__min,0.0
out__audio_momentum__min,0.0
out__edit_pace_x_screencast__min,0.0
out__edit_pace_x_screencast__median,0.0
out__edit_pace_x_screencast__q25,0.0
out__edit_pace_x_screencast__q75,0.0
out__is_ad_x_viewer_address__min,0.0
out__is_ad_x_viewer_address__median,0.0
out__is_ad_x_viewer_address__q25,0.0
out__is_ad_x_viewer_address__q75,0.0
out__question_density__min,0.0
out__question_density__q25,0.0
out__ekman_excitement__min,0.0
out__ekman_excitement__median,0.0
out__ekman_excitement__q25,0.0
out__ekman_excitement__q75,0.0
out__ekman_sadness__min,0.0
out__ekman_sadness__median,0.0
out__ekman_sadness__q25,0.0
out__ekman_sadness__q75,0.0
out__ekman_neutral__min,0.0
